"ID_HEBERGEMENT","LATITUDE","LONGITUDE","ID_USER","TYPE","NOMBRE_ETOILE","NOM","ADRESSE","EMAIL","SITE_WEB","TELEPHONE","NOTE_GLOBAL","DATE_CREATION","STATUT"
127,45.710432,4.966166,2,"HÔTEL",1,"QUICK PALACE","Rue du Champ Dolin","lyon@quickpalace.com","www.quickpalace.com","472790279",71,"01/04/2013","Actif"
128,48.245549,6.908644,2,"HÔTEL",2,"AUBERGE DE LA CHARRIOLE","225 chemin de la Haute Fosse","auberge@charriole.fr","www.charriole.fr","329500732",29,"31/03/2016","Actif"
129,48.833739,2.317649,2,"HÔTEL",3,"9 HÔTEL MONTPARNASSE","76 Rue Raymond Losserand","contact@le9hotel-montparnasse.com","www.le9hotel.com","140521240",2,"31/07/2014","Actif"
130,43.14741,6.399701,2,"HÔTEL",3,"HÔTEL 83","avenue du Levant","reservation@hotelle83.com","http://www.le83hotel.com/","494712015",28,"06/06/2017","Actif"
131,42.532614,3.078243,2,"CAMPING",2,"CAMPING LES AMANDIERS","Chemin de l'ouille bas Route des campings","contact@camping-les-amandiers.com","http://www.camping-les-amandiers.com","468811469",82,"05/04/2017","Actif"
132,44.303842,4.56524,2,"CAMPING",2,"CAMPING MUNICIPAL LE VILLAGE","Chemin la Joyeuse","denislaurent1@sfr.fr","-","04.75.04.65.25",7,"06/02/2014","Actif"
133,48.412098,7.313171,2,"CAMPING",2,"CAMPING MUNICIPAL LE HOHWALD","28 rue du Herrenhaus","lecamping.herrenhaus@orange.fr","-","388083090",2,"31/07/2015","Actif"
134,45.609002,1.074396,2,"CAMPING",NA,"CAMPING LA JAURIE","6 impasse de la jaurie","camping@lajaurie.com","www.lajaurie.com","555005223",89,"16/08/2017","Actif"
135,46.444884,-1.398013,2,"CAMPING",3,"CAMPING LA GRISSE","LA GRISSE","lagrisse@wanadoo.fr","http://www.campinglagrisse.com","251308303",9,"28/03/2017","Actif"
136,50.435774,3.461286,2,"CAMPING",4,"CAMPING LE MONT DES BRUYÈRES","806 rue émile basly","lemontdesbruyeres@orange.fr","http://www.campingmontdesbruyeres.com","327485687",38,"27/04/2017","Actif"
137,44.478011,4.255012,2,"CAMPING",3,"CAMPING LE SOUS PERRET","Sous Perret","jacques.silhol@wanadoo.fr","http://www.campinglesousperret.com","475395054",36,"24/08/2016","Actif"
138,45.82402,5.419919,2,"CAMPING",3,"CAMPING DE LA VALLÉE  BLEUE","BASE DE LOISIRS LA VALLéE BLEUE","direction@valleebleue.org","http://www.camping-valleebleue.com","474886367",49,"12/05/2012","Actif"
139,48.729151,0.821079,2,"RÉSIDENCE DE TOURISME",3,"CENTER PARCS LES BOIS-FRANCS","LES BOIS FRANCS","lars.hallier@groupepvcp.com","http://www.centerparcs.fr/fr-fr/france/fp_BF_vacances-domaine-les-bois-francs","232605200",15,"20/07/2017","Actif"
140,43.318386,3.142087,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE LE DOMAINE D'ENSÉRUNE","promenade de l'ancien stade","reservations@vacanceole.com","www.vacanceole.com","479757520",100,"21/01/2016","Actif"
141,45.691847,-0.327256,2,"HÔTEL",2,"HÔTEL LE CHEVAL BLANC","6 et 8 Place Bayard","info@hotel-chevalblanc.fr","www.hotel-chevalblanc.fr","545820955",57,"24/04/2014","Actif"
142,43.424924,5.250968,2,"HÔTEL",2,"HÔTEL BALLADINS MARSEILLE AÉROPORT","2 avenue de madrid","marseille.aeroport@balladins.com","https://www.balladins.com/mon-hotel/marseille-aeroport/","442151414",94,"29/06/2016","Actif"
143,48.399228,-4.407845,2,"HÔTEL",2,"BRIT HÔTEL BREST LE RELECQ-KERHUON","2 Rue Robert Schuman","direction.kerhuon@brithotel.fr","http://hotel-brest-kerhuon.brithotel.fr/","298282844",54,"04/06/2016","Actif"
144,44.464299,2.974545,2,"HÔTEL",3,"HÔTEL DE FRANCE","18 Place du Général de Gaulle","hoteldefrance@free.fr","http://www.hotel-saint-geniez-dolt.com","565704220",6,"11/04/2013","Actif"
145,49.161019,5.387268,2,"HÔTEL",4,"HÔTEL LES JARDINS DU MESS","22 Quai de la République","contact@lesjardinsdumess.fr","http://www.lesjardinsdumess.fr/","329801418",34,"10/09/2016","Actif"
146,42.901589,-0.106163,2,"CAMPING",2,"CAMPING  LE PÉGUÈRE","31 route de pierrefitte","campingpeguere@wanadoo.fr","http://www.campingpeguere.com","562925291",79,"08/02/2017","Actif"
147,48.892748,8.108954,2,"CAMPING",2,"CAMPING AUX BORDS DU RHIN","route du Rhin","mairie@ville-seltz.fr","http://www.campings-seltz.fr/","388868590",14,"30/10/2013","Actif"
148,44.056715,7.580927,2,"HÔTEL",3,"HÔTEL LE MOUTON DORT","28 avenue Martyrs de la résistance","contact@lemoutondort.com","www.lemoutondort.com","493791808",70,"26/11/2014","Actif"
149,48.094385,-0.354708,2,"CAMPING",2,"CAMPING GLAMPING SAINTE SUZANNE","la croix couverte","contact@glamping-saintesuzanne.fr","www.glamping-saintesuzanne.fr","243104960",7,"29/05/2017","Actif"
150,48.883606,2.316285,2,"HÔTEL",3,"PAVILLON VILLIERS ÉTOILE","6 Rue Lebouteux","booking@leshotelsdeparis.com","www.leshotelsdeparis.com","155730000",6,"08/07/2013","Actif"
151,45.385539,2.291482,2,"HÔTEL",3,"HÔTEL DU LAC","La Plage","hoteldulac.neuvic@orange.fr","hotel-du-lac-neuvic.fr","555958143",66,"03/12/2013","Actif"
152,48.725583,-3.989935,2,"HÔTEL",3,"HÔTEL AUX TAMARIS","49 rue Edouard Corbière","contact@hotel-aux-tamaris.com","http://hotel-aux-tamaris.com","298612299",67,"31/03/2016","Actif"
153,46.839653,-1.884285,2,"HÔTEL",2,"HÔTEL DU COMMERCE","1 rue Galiéni","hotelducommercechallans@wanadoo.fr","www.hotel-du-commerce-challans.fr/","251680624",60,"18/09/2017","Actif"
154,48.871316,2.323909,2,"HÔTEL",4,"NEWHÔTEL ROBLIN","6 rue Chauveau Lagarde","directioncommunication@new-hotel.com","http://www.new-hotel.com/fr/hotels-paris/roblin#","144712080",75,"07/11/2017","Actif"
155,44.436521,1.248247,2,"PARC RÉSIDENTIEL DE LOISIRS",2,"PARC RÉSIDENTIEL LES HAUTS D'ALBAS","Lieu-dit Bos del Pech","contact@les-hautsdalbas.com","www.les-hautsdalbas.com","683801444",34,"15/09/2015","Actif"
156,47.269663,-1.484496,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE DE TOURISME APPART'CITY NANTES CARQUEFOU","7 bis rue de l'hôtellerie","carquefou@appartcity.com","http://www.appartcity.com/fr/appart-hotel/nantes-carquefou-a-carquefou.html","228230734",42,"04/07/2016","Actif"
157,44.835764,-0.684331,2,"RÉSIDENCE DE TOURISME",4,"RÉSIDENCE QUALITY SUITES BORDEAUX AÉROPORT & SPA","83 AVENUE JOHN FITZGERALD KENNEDY","reservation@qualitybordeaux.com","http://www.choicehotels.fr/fr/quality-suites-bordeaux-aeroport-&-spa-merignac-hotel-fr340?promo=gglocalfrfr","557532122",10,"28/03/2017","Actif"
158,43.700581,7.093239,2,"CAMPING",3,"CAMPING LE CASTELLAS","route de roquefort","lecastellas.camping@wanadoo.fr","http://www.camping-le-castellas.com","493329705",95,"10/11/2012","Actif"
159,48.202738,-1.730475,2,"HÔTEL",3,"HÔTEL ESCALE OCÉANIA RENNES","AVENUE DU PHARE DU GRAND JARDIN ZAC CAP MALO","escaleoceania.rennes@oceaniahotels.com","http://www.oceaniahotels.com/h/hotel-escale-oceania-rennes/presentation","299133615",20,"07/07/2017","Actif"
160,48.764061,1.979995,2,"HÔTEL",1,"HÔTEL PREMIÈRE CLASSE SAINT QUENTIN EN YVELINES-ÉLANCOURT","65 bis avenue Georges Politzer","trappes@premiereclasse.fr","https://www.premiereclasse.com/fr/hotels/premiere-classe-saint-quentin-en-yvelines-elancourt","130667697",46,"18/08/2017","Actif"
161,45.289367,5.621772,2,"HÔTEL",2,"HÔTEL IBIS BUDGET GRENOBLE VOREPPE","42 chemin des mariniers parc d'activité l'Île Gabourg","h2545-re@accor.com","https://www.accorhotels.com/fr/hotel-2545-ibis-budget-grenoble-voreppe/index.shtml","892683166",97,"24/07/2017","Actif"
162,43.943927,4.805369,2,"HÔTEL",3,"HÔTEL BRISTOL","44 cours Jean Jaurès","contact@bristol-avignon.com","http://www.bristol-avignon.com","490164848",51,"30/05/2017","Actif"
163,48.46213,7.488472,2,"HÔTEL",2,"HÔTEL DES VOSGES","5 PLACE DE LA GARE","les-vosges@hotel-obernai.com","http://www.hotel-obernai.com","388955378",23,"06/01/2017","Actif"
164,46.550617,0.302716,2,"HÔTEL",3,"HÔTEL IBIS POITIERS SUD","175 AVENUE DU 8 MAI 1945","H0659-gm@accor.com","http://ibishotel.ibis.com/fr/hotel-0659-ibis-poitiers-sud/index.shtml","549531313",7,"30/03/2016","Actif"
165,43.594169,1.399495,2,"HÔTEL",2,"HÔTEL LE PRÉSIDENT","43/45 RUE RAYMOND IV","hotel-president@wanadoo.fr","http://www.hotel-president.com/","561634646",64,"20/07/2017","Actif"
166,48.831966,2.237632,2,"HÔTEL",3,"BEST WESTERN SELECT HÔTEL","66 avenue du Général Leclerc","direction@select-hotel.fr","https://www.bestwestern.fr/fr/hotel-Boulogne-billancourt-Best-Western-Select-Hotel-93602","146047047",71,"15/09/2017","Actif"
167,43.77412,1.685461,2,"HÔTEL",2,"HÔTEL LE COCAGNE","1 avenue Rhin et Danube","info@hotel-cocagne-tarn.fr","www.hotel-cocagne.fr","563411090",30,"08/10/2017","Actif"
168,48.433796,0.097765,2,"HÔTEL",1,"HÔTEL DE PARIS","26 rue Denis Papin","hoteldeparis.alencon@orange.fr","http://www.hoteldeparis-alencon.com/","02 33 29 01 64",15,"23/09/2015","Actif"
169,43.48039,-1.557907,2,"RÉSIDENCE DE TOURISME",4,"RÉSIDENCE BIARRITZ OCÉAN","10 RUE SAINT ÉTIENNE ARDOIN","biarritzocean@hmc-hotels.com","http://www.hmc-hotels.com/fr/hotel-biarritzocean.html","559012000",99,"18/05/2016","Actif"
170,47.522252,-0.447614,2,"RÉSIDENCE DE TOURISME",1,"CAP WEST PELLOUAILLES-LES-VIGNES","1 rue Maison-Neuve","pellouailles@capwestresidence.fr","www.capwestresidence.fr","253576080",94,"17/10/2012","Actif"
171,47.995576,0.193951,2,"RÉSIDENCE DE TOURISME",3,"APPART'CITY LE MANS CENTRE","34 boulevard Robert Jarry","lemans-centre@appartcity.com","www.appartcity.com","236813299",71,"28/12/2012","Actif"
172,43.523484,5.5016,2,"HÔTEL",4,"LES LODGES SAINTE VICTOIRE","2250 Route Cézanne","contact@llsv.fr","www.leslodgessaintevictoire.com","442248040",6,"10/07/2013","Actif"
173,48.572862,-3.164936,2,"HÔTEL",1,"HÔTEL LE TERMINUS","9 pont ezer","leterminus.22200@yahoo.fr","-","256393870",95,"14/04/2015","Actif"
174,46.246968,-1.494325,2,"CAMPING",2,"CAMPING MUNICIPAL DE LA PRÉE","Route de la Pointe à Chabot","camping-les-portes@orange.fr","-","546295104",19,"04/12/2013","Actif"
175,43.577138,0.291103,2,"CAMPING",2,"CAMPING L'ANJOU","Devant l'Anjou","clemens.van-voorst@wanadoo.fr","http://camping-anjou.com","562709524",72,"24/07/2017","Actif"
176,50.314761,1.594271,2,"CAMPING",4,"CAMPING DES ROSES","7 Rue des floralies","info@campingdesroses.com","http://www.campingdesroses.com","322277617",33,"26/10/2016","Actif"
177,46.712636,5.636931,2,"CAMPING",1,"CAMPING DE LA TOUPE","4 place de la Toupe","baumelesmessieurs@wanadoo.fr","www.baumelesmessieurs.fr/","384446141",47,"16/09/2013","Actif"
178,45.584847,3.09179,2,"CAMPING",3,"CAMPING LE PRÉ","3 place Paul Amouroux","contact@campinglepre.com","http://www.contact@campinglepre.com","473967507",61,"07/11/2017","Actif"
179,44.776353,1.007089,2,"HÔTEL",3,"HÔTEL LE CLÉMENT V","15 RUE JACQUES MANCHOTTE","contact@clement5.com","http://www.clement5.com","553286880",7,"16/10/2016","Actif"
180,45.794433,5.358374,2,"HÔTEL",3,"L'AUBERGE DU VERNAY","lieu-dit le vernay","info@auberge-du-vernay.fr","http://www.auberge-du-vernay.fr/","474885757",86,"22/10/2012","Actif"
181,44.655652,-1.241049,2,"HÔTEL",4,"HÔTEL CÔTÉ SABLE","37 boulevard de la plage","contact@cotesable.fr","http://www.cotesable.fr","557170727",62,"15/05/2017","Actif"
182,45.18703,4.319264,2,"HÔTEL",3,"HÔTEL L'AVENUE","23 avenue des Maisonnettes","avenue43@free.fr","www.hotel-rest-delavenue.fr","471599016",22,"06/03/2013","Actif"
183,48.387635,7.420567,2,"HÔTEL",3,"HÔTEL RESTAURANT LE KASTELBERG","10 rue Général Koenig","info@kastelberg.com","www.kastelberg.com","388089783",30,"29/08/2017","Actif"
184,43.926702,2.147602,2,"HÔTEL",3,"HÔTEL DU VIGAN","16 PLACE DU VIGAN","contact@hotelvigan.com","http://www.hotelvigan.com/","563433131",63,"12/08/2015","Actif"
185,48.895348,2.223342,2,"HÔTEL",4,"HÔTEL MERCURE PARIS LA DEFENSE GRANDE ARCHE","17/20 ESPLANADE CHARLES DE GAULLE","H1982@ACCOR.COM","http://www.accorhotels.com/fr/hotel-1982-hotel-residence-mercure-paris-la-defense-parc/index.shtml","146696800",5,"03/02/2016","Actif"
186,44.18776,4.226869,2,"CAMPING",4,"DOMAINE DES FUMADES","DOMAINE DES FUMADES","fumades@franceloc.fr","https://www.franceloc.fr/camping-france-languedoc_roussillon-fumades-FR.html?referer=23245","466248078",89,"06/02/2016","Actif"
187,43.85611,6.50183,2,"CAMPING",4,"CAMPING INTERNATIONAL","Route départementale 4085","info@camping-international.fr","http://www.camping-international.fr","492836667",51,"28/09/2015","Actif"
188,48.801646,-3.010968,2,"HÔTEL",2,"HÔTEL RESTAURANT BOCHER","44 RUE PIERRE LOTI","hotel-bocher@orange.fr","http://perso.orange.fr/hotelbocher","296558416",65,"31/07/2014","Actif"
189,48.885324,2.335092,2,"HÔTEL",2,"HÔTEL DU MOULIN","3 rue Aristide Bruant","hotelmoulin@hotelmoulin.com","www.hotelmoulin.com","142643333",48,"06/07/2017","Actif"
190,44.591628,4.54162,2,"HÔTEL",3,"HÔTEL LE MAS DE MON PÈRE","Route Nationale 102","contact@lemasdemonpere.com","http://www.lemasdemonpere.com","475367123",81,"15/03/2017","Actif"
191,48.890718,2.286519,2,"HÔTEL",2,"HÔTEL D'ANJOU","47 rue Louis Rouquier","anjouhotel@orange.fr","www.hoteldanjoulevallois.com","147574494",7,"03/06/2017","Actif"
192,43.695203,7.272143,2,"HÔTEL",4,"HÔTEL MERCURE NICE MARCHÉ AUX FLEURS","91 QUAI DES ETATS UNIS","H0962-GM@accor.com","http://www.accorhotels.com/fr/hotel-0962-hotel-mercure-nice-marche-aux-fleurs/index.shtml","493857419",6,"31/01/2017","Actif"
193,47.899388,3.758291,2,"HÔTEL",3,"RELAIS SAINT VINCENT","14 Grande Rue","contact@relais-saint-vincent.fr","www.relais-saint-vincent.fr","386415338",77,"06/03/2013","Actif"
194,44.165349,0.602372,2,"HÔTEL",3,"BRIT HÔTEL AGEN AQUITAINE","Zone Industrielle de Gaussens","aquitaine@brithotel.fr","http://agen.brithotel.fr","553963635",97,"26/11/2014","Actif"
195,48.875553,2.323346,2,"HÔTEL",3,"L'OUEST HÔTEL","3 rue du Rocher","infos@ouesthotel.com","http://ouest-hotel-paris.com","143875749",16,"24/03/2017","Actif"
196,45.205581,0.775899,2,"HÔTEL",3,"HÔTEL IBIS STYLES PÉRIGUEUX TRÉLISSAC","8 RUE ANATOLE FRANCE","h8174@accor.com","http://www.accorhotels.com/fr/hotel-8174-ibis-styles-perigueux-trelissac/index.shtml","553033970",80,"29/05/2017","Actif"
197,43.570245,7.109507,2,"HÔTEL",1,"HÔTEL PARISIANA","16 AVENUE DE L'ESTEREL","hotelparisiana@wanadoo.fr","www.parisiana.fr","493612703",13,"25/02/2013","Actif"
198,46.241922,-0.807323,2,"CAMPING",2,"CAMPING LA GARENNE","14 rue du collège","campinglagarenne17@gmail.com","http://www.camping-larochelle.com/","546679094",3,"22/09/2014","Actif"
199,44.633916,-1.021609,2,"CAMPING",4,"CAMPING KER HELEN","Avenue de la Côte d'Argent","camping.kerhelen@wanadoo.fr","http://kerhelen.com","556660379",79,"24/10/2016","Actif"
200,48.149197,-4.265452,2,"CAMPING",2,"CAMPING DE LA MER","Ty Anquer Plage","contact@campingdelamer29.fr","www.campingdelamer29.fr","298812919",48,"11/05/2012","Actif"
201,46.344605,-1.393828,2,"CAMPING",4,"LES PRÉVEILS","Avenue Sainte-Anne","lespreveils@pep79.net","http://www.camping-les-preveils.com/","251303052",87,"16/11/2016","Actif"
202,42.479518,2.674838,2,"CAMPING",2,"AMÉLIA CAMPING","avenue beausoleil","camping-amelia@orange.fr","http://www.camping-amelia.fr/","468390049",18,"07/12/2017","Actif"
203,44.304236,5.271633,2,"CAMPING",3,"LE ROMEGAS","Domaine le Romegas, route du col d'Ey","leromegas@gmail.com","http://www.leromegas.fr","475281078",92,"29/12/2014","Actif"
204,46.207205,-1.016352,2,"HÔTEL",2,"AUBERGE DES CHARMILLES","Le fief des prises","auberge.charmille@gmail.com","www.hotel-larochelle-charmilles.fr","546376303",42,"24/07/2013","Actif"
205,44.463637,4.271112,2,"CAMPING",4,"DOMAINE ARLEBLANC CAMPING","DOMAINE ARLEBLANC","info@arleblanc.com","http://www.arleblanc.com/","475395311",66,"11/02/2016","Actif"
206,48.207092,-4.124056,2,"CAMPING",3,"CAMPING TY PROVOST","Ty Provost","contact@typrovost.com","http://www.typrovost.com","298862923",2,"09/07/2017","Actif"
207,45.827697,6.564369,2,"HÔTEL",2,"HÔTEL LES BERNARDS","1711 route des grabilles","contact@hotel-lesbernards.com","http://www.hotel-lesbernards.com/","450219087",14,"21/08/2013","Actif"
208,45.043638,5.061465,2,"HÔTEL",3,"COMFORT HOTEL ROMANS","clos des tanneurs, avenue adolphe figuet","romans@comfort-drome.fr","www.comfort-drome.fr","475051020",56,"05/06/2013","Actif"
209,43.627432,1.384579,2,"HÔTEL",3,"HÔTEL IBIS TOULOUSE BLAGNAC AÉROPORT","80 AVENUE DU PARC","h0798-gm@accor.com","www.accorhotels.com","534550455",65,"25/10/2016","Actif"
210,43.502642,4.970313,2,"HÔTEL",2,"TOP MOTEL","12 AVENUE DE FLORE","reception.topmotel@orange.fr","http://www.hotel-topmotel.com","442118995",86,"27/04/2015","Actif"
211,45.894208,-0.916592,2,"HÔTEL",3,"HÔTEL RESTAURANT LES JARDINS DU LAC","3 chemin de Fontchaude","hotel@jardins-du-lac.com","http://www.jardins-du-lac.com/","546820356",39,"29/10/2012","Actif"
212,47.023593,-2.297143,2,"HÔTEL",2,"HÔTEL BORD À BORD","6 rue de la Linière","hotel-bordabord@club-internet.fr","http://www.bordabord.fr","251392792",52,"04/11/2013","Actif"
213,48.84859,2.40792,2,"HÔTEL",3,"HÔTEL TAMARIS","14 RUE DES MARAICHERS","tamarishotel@free.fr","http://www.hotel-tamaris.fr","143728548",57,"19/05/2016","Actif"
214,45.451921,6.565523,2,"HÔTEL",4,"GRAND HÔTEL DES THERMES","PARC THERMAL","H9860@accor.com","http://www.gdhotel-brides.com","479553838",57,"15/10/2016","Actif"
215,46.264022,6.84023,2,"HÔTEL",4,"HÔTEL MACCHI","94 chemin de l'etringa","contact@hotelmacchi.com","http://www.hotelmacchi.com/","450732412",34,"03/01/2016","Actif"
216,44.032425,-1.256884,2,"HÔTEL",2,"HÔTEL LE FIN BISTROT","105 rue de l'église","hotel@lefinbistrot.com","http://www.lefinbistrot.com","558700070",80,"23/08/2017","Actif"
217,45.17153,6.497496,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE ODALYS LES LUMIÈRES DE NEIGE","Les LUMIèRES DE NEIGE","valmeinier.lum@odalys-vacances.com","http://www.odalys-vacances.com/location-montagne/savoie/valmeinier/les-lumieres-de-neige.html#","479565088",78,"03/10/2017","Actif"
218,48.038486,6.972133,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE LES GRANDES FEIGNES","88 ROUTE DE VOLOGNE","lesgrandesfeignes@labellemontagne.com","http://labellemontagne.com","680927819",87,"31/03/2017","Actif"
219,49.359712,-0.839189,2,"RÉSIDENCE DE TOURISME",2,"CLUB BELAMBRA OMAHA BEACH","Le Cavey","laetitia.lebell@belambra.fr","www.belambra.fr","231224181",79,"24/10/2013","Actif"
220,43.550756,7.027252,2,"RÉSIDENCE DE TOURISME",4,"RESIDÉAL PREMIUM CANNES","11 RUE DU MÉDECIN BERTRAND LÉPINE","resideal.cannes@resideal.com","http://www.resideal.com/cannes/residence-hoteliere-cannes.htm","493065000",71,"05/12/2017","Actif"
221,43.538909,7.037084,2,"HÔTEL",4,"HÔTEL PALM BEACH","5 place de l'étang","contact@palmbeach.fr","http://palmbeach.fr/","492188686",90,"06/06/2013","Actif"
222,48.890645,2.283347,2,"HÔTEL",2,"HÔTEL ABC CHAMPERRET","63 rue Danton","reservation@abcchamphotel.com","http://www.abc-champerret-hotel.com","147570155",82,"02/10/2017","Actif"
223,46.911625,4.699869,2,"HÔTEL",2,"L'ÉTAPE DE SANTENAY","10 place du jet d'eau","etapedesantenay@abv.fr","www.etapedesantenay.com","380213943",52,"12/09/2013","Actif"
224,44.8798,1.563904,2,"HÔTEL",3,"HÔTEL GRANGIER","le bourg","info@hotel-grangier.com","http://www.hotel-grangier.com","565322014",4,"18/09/2017","Actif"
225,45.919525,3.065419,2,"HÔTEL",2,"MODERN'HOTEL","22 AVENUE BARADUC","monique.matard@sfr.fr","-","473860113",32,"02/12/2013","Actif"
226,46.349782,6.131358,2,"HÔTEL",3,"HÔTEL LE JURA","54 rue d'Arbère","reservation@hotellejura.com","www.hotel-divonne.com","450200595",6,"22/01/2013","Actif"
227,48.341669,7.418994,2,"HÔTEL",2,"HÔTEL WINZENBERG","58 ROUTE DES VINS","winzenberg@orange.fr","http://www.winzenberg.fr","388926277",81,"26/11/2012","Actif"
228,15.864539,-61.584065,2,"HÔTEL",2,"HÔTEL LO BLEU","RUE BENoîT CASSIN, LIEU-DIT FOND DU CURE","info@lobleuhotel.com","www.lobleuhotel.com","590924000",86,"03/12/2013","Actif"
229,44.271437,3.124724,2,"HÔTEL",1,"HÔTEL POUJOL","PLACE DE LA MAIRIE","hotel.poujol@orange.fr","http://hotel-poujol.com","466488007",53,"07/01/2013","Actif"
230,46.252753,-1.120421,2,"CAMPING",2,"CAMPING LES MISOTTES","46 rue de l'océan","dgs@esnandes.fr","http://www.campinglesmisottes.fr/","546013216",19,"31/07/2017","Actif"
231,48.609524,-1.987387,2,"CAMPING",5,"CAMPING LE P'TIT BOIS","LA LANDE CHALANDOUZE","contact@ptitbois.com","www.ptitbois.com","299211430",79,"23/09/2016","Actif"
232,46.040941,2.819174,2,"CAMPING",3,"CAMPING MUNICIPAL DE L’ÉTANG PHILIPPE","Lieu-Dit Mazières","campingstgervais@wanadoo.fr","http://www.camping-loisir.com/","473857484",53,"08/10/2017","Actif"
233,44.720065,-1.240103,2,"CAMPING",4,"CAMPING DU TRUC VERT","ROUTE FORESTIÈRE DU TRUC VERT","info@trucvert.com","http://www.trucvert.com/","556608955",91,"17/06/2016","Actif"
234,44.812112,1.411194,2,"CAMPING",2,"CAMPING LES GRANDS CHÊNES","Le Peyronnet","campinglesgrandschenes@orange.fr","http://www.campinglesgrandschenes.com/","565416879",17,"18/07/2017","Actif"
235,43.130459,6.217395,2,"CAMPING",4,"CAMPING DE LA PASCALINETTE","1800 ancien chemin de Hyères","resa@lapascalinette.fr","http://www.lapascalinette.fr","494668272",15,"23/06/2017","Actif"
236,46.935853,5.877369,2,"HÔTEL",3,"HÔTEL CHARLES SANDER","26 rue de la République","sander@hoteldesdeuxforts.fr","http://www.residencesander.com/","384733640",100,"03/04/2016","Actif"
237,48.634827,-2.256804,2,"HÔTEL",3,"HÔTEL LES ARCADES","15 rue du duc d'aiguillon","lesarcades0614@orange.fr","www.hotels-saint-cast.com","296418050",93,"04/11/2013","Actif"
238,46.744564,-2.004368,2,"CAMPING",4,"CAMPING DE LA NINGLE","66 chemin des Roselières","campingdelaningle@wanadoo.fr","http://www.campinglaningle.com","251540711",20,"11/09/2016","Actif"
